customer_id,segment,favorite_category,favorite_product,recommended_product,recommended_category,recommendation_basis,recommendation_reason,cross_sell_product_from_rule,cross_sell_category_from_rule,cross_sell_reason,associated_category_options,nudge_type,action_recommendation,priority_score,message_template
10,Hibernating,Perawatan Tubuh,Lipstik Wardah,Shampoo Clear,Perawatan Tubuh,Favorite category recommendation,Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.,Bumbu Racik Rendang,Makanan,Berdasarkan asosiasi produk dari Sabun Lifebuoy,Bayi,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",71,Customer 10: tawarkan Shampoo Clear (Perawatan Tubuh) dengan pendekatan Reaktivasi ringan. Alasan: Produk dipilih dari kategori favorit pelanggan (Perawatan Tubuh) agar rekomendasi tetap relevan dengan minat utama pelanggan.
20,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 20: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
25,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 25: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
30,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 30: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
35,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 35: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
40,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 40: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
45,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 45: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
50,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 50: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
55,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 55: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
60,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 60: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
65,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 65: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
70,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 70: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
75,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 75: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
80,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 80: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
85,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 85: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
90,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 90: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
95,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 95: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
100,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 100: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
105,Hibernating,,,Udang Windu/kg,Makanan,Global top product fallback,Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.,-,-,-,-,Reaktivasi ringan,"Kirim promo sederhana, produk best seller, dan pesan personal untuk mengundang transaksi ulang.",69,Customer 105: tawarkan Udang Windu/kg (Makanan) dengan pendekatan Reaktivasi ringan. Alasan: Tidak ada produk kandidat pada kategori favorit; sistem memakai produk populer global yang belum dibeli pelanggan.
